iter	Accuracy	Logloss
882	0.8999762977	0.2501166363
883	0.8999762977	0.2500631156
884	0.9004503437	0.24998887
885	0.9004503437	0.2499390294
886	0.9004503437	0.2498910586
887	0.9004503437	0.2498425454
888	0.9004503437	0.2497992554
889	0.9004503437	0.249761456
890	0.9002133207	0.2497290806
891	0.9002133207	0.2496872806
892	0.9002133207	0.2496582438
893	0.9002133207	0.2495814295
894	0.9006873667	0.249482383
895	0.9009243897	0.2494208046
896	0.9009243897	0.2493730703
897	0.9009243897	0.2493458034
898	0.9009243897	0.2492937042
899	0.9011614127	0.2492079828
900	0.9011614127	0.2491461607
901	0.9011614127	0.2491071649
902	0.9011614127	0.2490739056
903	0.9013984356	0.2489889102
904	0.9011614127	0.2489390002
905	0.9011614127	0.2489188411
906	0.9016354586	0.2488423832
907	0.9018724816	0.2487788192
908	0.9016354586	0.2487245912
909	0.9016354586	0.2486612285
910	0.9018724816	0.2485788562
911	0.9018724816	0.248521643
912	0.9018724816	0.2484671347
913	0.9018724816	0.2484277444
914	0.9021095046	0.2483351479
915	0.9021095046	0.2482886113
916	0.9021095046	0.2482180155
917	0.9025835506	0.248172585
918	0.9025835506	0.2480986034
919	0.9025835506	0.248053757
920	0.9025835506	0.247974456
921	0.9025835506	0.2479094109
922	0.9025835506	0.2478820374
923	0.9023465276	0.2478418405
924	0.9023465276	0.2477650224
925	0.9025835506	0.2477171067
926	0.9028205736	0.2476682915
927	0.9028205736	0.2476253978
928	0.9030575966	0.2475881476
929	0.9028205736	0.2475235143
930	0.9028205736	0.2474924085
931	0.9028205736	0.2474547894
932	0.9030575966	0.2474117525
933	0.9028205736	0.247374799
934	0.9028205736	0.2473032343
935	0.9028205736	0.2472409831
936	0.9028205736	0.2471720026
937	0.9030575966	0.2471062253
938	0.9030575966	0.2470261744
939	0.9032946196	0.2469365256
940	0.9032946196	0.2468790663
941	0.9032946196	0.2467716557
942	0.9032946196	0.2467308831
943	0.9032946196	0.2466708279
944	0.9032946196	0.2466006825
945	0.9035316426	0.2465455291
946	0.9037686656	0.2464959933
947	0.9037686656	0.2464513122
948	0.9040056886	0.2463222197
949	0.9040056886	0.2462372853
950	0.9040056886	0.2461608481
951	0.9040056886	0.2461029043
952	0.9037686656	0.2460724815
953	0.9040056886	0.2460011984
954	0.9040056886	0.2459540347
955	0.9037686656	0.2458895521
956	0.9037686656	0.245841335
957	0.9037686656	0.2457869674
958	0.9037686656	0.2457248529
959	0.9037686656	0.2456853173
960	0.9042427115	0.2455966717
961	0.9044797345	0.2455498217
962	0.9042427115	0.2454741609
963	0.9044797345	0.2453816462
964	0.9044797345	0.2453633638
965	0.9042427115	0.2452925482
966	0.9042427115	0.2452261016
967	0.9042427115	0.2451777848
968	0.9042427115	0.2451051066
969	0.9042427115	0.2450548095
970	0.9040056886	0.2450032787
971	0.9040056886	0.2449361378
972	0.9040056886	0.2448951648
973	0.9040056886	0.2447704391
974	0.9042427115	0.2447128607
975	0.9047167575	0.244665931
976	0.9047167575	0.2446306391
977	0.9051908035	0.2445431285
978	0.9051908035	0.2445040918
979	0.9051908035	0.2444219355
980	0.9051908035	0.2443911813
981	0.9051908035	0.244315986
982	0.9051908035	0.2442584089
983	0.9051908035	0.2441867283
984	0.9051908035	0.2441247177
985	0.9051908035	0.2440853858
986	0.9054278265	0.2440541563
987	0.9051908035	0.2439701784
988	0.9054278265	0.2439191468
989	0.9054278265	0.2438308601
990	0.9054278265	0.2438126077
991	0.9051908035	0.2437660495
992	0.9054278265	0.2437079873
993	0.9054278265	0.2436413563
994	0.9054278265	0.2436036107
995	0.9056648495	0.2435672201
996	0.9054278265	0.2435224041
997	0.9054278265	0.2434440179
998	0.9054278265	0.2434151291
999	0.9054278265	0.2433773473
